,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx
0,6.0,6.0,8.0,8.0,166.0,2.0,0.0,1.0,0.0,16.24,9.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,1,0
1,7.0,6.0,10.0,8.0,147.0,2.0,0.0,1.0,0.0,16.24,10.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,2,0
2,8.0,6.0,12.0,8.0,166.0,2.0,0.0,1.0,0.0,16.72,10.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,3,0
3,9.0,6.0,14.0,8.0,170.0,2.0,0.0,1.0,0.0,17.7,12.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,4,0
4,10.0,6.0,16.0,8.0,190.0,2.0,0.0,1.0,0.0,19.2,18.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,5,0
5,11.0,6.0,18.0,8.0,157.0,2.0,0.0,1.0,0.0,19.2,17.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,6,0
6,12.0,6.0,20.0,8.0,157.0,2.0,0.0,1.0,0.0,19.7,13.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,7,0
7,13.0,6.0,22.0,8.0,177.0,2.0,0.0,1.0,0.0,19.23,14.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,8,0
8,14.0,6.0,24.0,8.0,155.0,2.0,0.0,1.0,0.0,19.23,14.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,9,0
9,15.0,6.0,26.0,8.0,160.0,2.0,0.0,1.0,0.0,19.23,20.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,10,0
10,16.0,6.0,28.0,8.0,179.0,2.0,0.0,1.0,0.0,19.7,17.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,11,0
11,17.0,6.0,30.0,8.0,162.0,2.0,0.0,1.0,0.0,19.7,18.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,12,0
12,18.0,6.0,32.0,8.0,160.0,2.0,0.0,1.0,0.0,19.7,16.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,13,0
13,19.0,6.0,34.0,8.0,186.0,2.0,0.0,1.0,0.0,20.18,24.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,14,0
14,20.0,6.0,36.0,8.0,169.0,2.0,0.0,1.0,0.0,20.18,21.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,1,15,0
15,13.0,0.0,15.0,0.0,151.0,0.0,0.0,0.0,1.0,0.0,13.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,1,0
16,31.0,27.0,57.0,45.0,173.0,7.0,0.0,1.0,0.0,19.68,29.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,2,0
17,43.0,27.0,89.0,45.0,220.0,9.0,0.0,1.0,0.0,20.66,53.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,3,0
18,57.0,27.0,129.0,45.0,218.0,11.0,0.0,1.0,0.0,21.14,61.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,4,0
19,73.0,31.0,177.0,51.0,241.0,13.0,0.0,1.0,0.0,23.14,87.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,5,0
20,91.0,27.0,233.0,45.0,281.0,15.0,0.0,1.0,0.0,24.66,115.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,6,0
21,111.0,37.0,297.0,60.0,313.0,17.0,0.0,1.0,0.0,26.66,138.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,7,0
22,133.0,35.0,369.0,57.0,324.0,19.0,0.0,1.0,0.0,29.14,149.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,8,0
23,157.0,33.0,449.0,54.0,358.0,21.0,0.0,1.0,0.0,14.38,151.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,9,0
24,183.0,47.0,537.0,75.0,424.0,23.0,0.0,1.0,0.0,21.43,211.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,10,0
25,211.0,55.0,633.0,87.0,405.0,25.0,0.0,1.0,0.0,27.58,203.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,11,0
26,241.0,31.0,737.0,51.0,464.0,27.0,0.0,1.0,0.0,32.66,222.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,12,0
27,273.0,47.0,849.0,75.0,564.0,29.0,0.0,1.0,0.0,37.8,315.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,13,0
28,307.0,27.0,969.0,45.0,551.0,31.0,0.0,1.0,0.0,45.87,293.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,14,0
29,343.0,43.0,1097.0,69.0,503.0,33.0,0.0,1.0,0.0,54.94,246.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,2,15,0
30,37.0,0.0,62.0,0.0,187.0,11.0,0.0,0.0,1.0,0.0,36.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,1,0
31,60.0,0.0,104.0,0.0,202.0,0.0,0.0,0.0,4.0,0.0,52.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,2,0
32,183.0,103.0,399.0,185.0,398.0,130.0,0.0,1.0,0.0,34.17,141.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,3,0
33,286.0,101.0,700.0,181.0,392.0,96.0,0.0,1.0,0.0,40.35,174.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,4,0
34,425.0,105.0,1154.0,188.0,717.0,300.0,0.0,1.0,0.0,10.35,275.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,5,0
35,606.0,102.0,1792.0,183.0,998.0,329.0,0.0,1.0,0.0,104.7,453.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,6,0
36,835.0,112.0,2651.0,200.0,1307.0,407.0,0.0,1.0,0.0,145.71,570.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,7,0
37,1118.0,118.0,3769.0,210.0,1413.0,300.0,0.0,1.0,0.0,45.17,712.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,8,0
38,1461.0,107.0,5181.0,191.0,2296.0,567.0,0.0,1.0,0.0,46.7,933.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,9,0
39,1870.0,124.0,6923.0,220.0,4245.0,1101.0,0.0,1.0,0.0,67.24,1149.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,10,0
40,2351.0,112.0,9030.0,200.0,4341.0,869.0,0.0,1.0,0.0,212.97,1471.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,11,0
41,,,,,,,,,,,,False,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,3,12,0
42,15.0,0.0,17.0,0.0,160.0,0.0,0.0,0.0,1.0,0.0,20.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,4,1,0
43,195.0,0.0,394.0,0.0,409.0,71.0,0.0,0.0,9.0,0.0,188.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,4,2,0
44,428.0,0.0,905.0,0.0,600.0,173.0,0.0,0.0,18.0,0.0,288.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,4,3,0
45,,,,,,,,,,,,False,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,4,4,0
46,27.0,0.0,33.0,0.0,188.0,0.0,0.0,0.0,1.0,0.0,47.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,5,1,0
47,360.0,0.0,664.0,0.0,433.0,0.0,0.0,0.0,4.0,0.0,239.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,5,2,0
48,1054.0,0.0,2150.0,0.0,786.0,0.0,0.0,0.0,51.0,0.0,561.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,5,3,0
49,60.0,0.0,82.0,0.0,215.0,0.0,0.0,0.0,1.0,0.0,64.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,6,1,0
50,555.0,0.0,1049.0,0.0,525.0,0.0,0.0,0.0,9.0,0.0,334.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,6,2,0
51,3274.0,0.0,7611.0,0.0,2048.0,0.0,0.0,0.0,101.0,0.0,1677.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,6,3,0
52,123.0,0.0,184.0,0.0,272.0,0.0,0.0,0.0,3.0,0.0,94.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,7,1,0
53,2618.0,0.0,5725.0,0.0,1616.0,0.0,0.0,0.0,107.0,0.0,1266.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,7,2,0
54,,,,,,,,,,,,False,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,7,3,0
55,274.0,0.0,441.0,0.0,378.0,0.0,0.0,0.0,9.0,0.0,212.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,8,1,0
56,,,,,,,,,,,,False,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,8,2,0
57,684.0,0.0,1258.0,0.0,617.0,0.0,0.0,0.0,7.0,0.0,398.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,9,1,0
58,1442.0,0.0,2683.0,0.0,1147.0,0.0,0.0,0.0,44.0,0.0,890.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,10,1,0
59,3102.0,0.0,6322.0,0.0,2923.0,0.0,0.0,0.0,49.0,0.0,2574.0,True,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,11,1,0
60,,,,,,,,,,,,False,new,experiments/results/AT_2_2/focused_2/0.onnx,AT,12,1,0
61,6.0,6.0,8.0,8.0,149.0,2.0,0.0,1.0,0.0,16.24,9.0,True,new,experiments/results/AT_2_2/focused_2/1.onnx,AT,1,1,1
62,7.0,6.0,9.0,8.0,147.0,2.0,0.0,1.0,0.0,16.24,9.0,True,new,experiments/results/AT_2_2/focused_2/1.onnx,AT,1,2,1
63,7.0,6.0,9.0,8.0,149.0,2.0,0.0,1.0,0.0,17.7,11.0,True,new,experiments/results/AT_2_2/focused_2/1.onnx,AT,1,3,1
64,7.0,6.0,9.0,8.0,151.0,2.0,0.0,1.0,0.0,19.2,10.0,True,new,experiments/results/AT_2_2/focused_2/1.onnx,AT,1,4,1
65,7.0,6.0,9.0,8.0,150.0,2.0,0.0,1.0,0.0,19.2,11.0,True,new,experiments/results/AT_2_2/focused_2/1.onnx,AT,1,5,1
