,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon
0,1.0,11.0,10.0,1,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
1,1.0,17.0,14.0,1,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
2,2.0,23.0,18.0,1,3,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
3,2.0,31.0,23.0,1,4,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
4,4.0,46.0,29.0,1,5,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
5,3.0,46.0,29.0,1,6,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
6,4.0,46.0,29.0,1,7,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
7,4.0,46.0,29.0,1,8,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
8,4.0,46.0,29.0,1,9,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
9,4.0,46.0,29.0,1,10,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
10,4.0,46.0,29.0,1,11,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
11,4.0,46.0,29.0,1,12,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
12,4.0,46.0,29.0,1,13,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
13,4.0,46.0,29.0,1,14,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
14,5.0,46.0,29.0,1,15,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
15,2.0,26.0,22.0,2,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
16,15.0,128.0,76.0,2,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
17,10.0,80.0,51.0,2,3,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
18,14.0,83.0,53.0,2,4,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
19,16.0,66.0,46.0,2,5,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
20,25.0,71.0,50.0,2,6,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
21,34.0,62.0,41.0,2,7,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
22,53.0,62.0,41.0,2,8,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
23,158.0,62.0,41.0,2,9,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
24,109.0,62.0,41.0,2,10,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
25,151.0,62.0,41.0,2,11,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
26,200.0,62.0,41.0,2,12,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
27,390.0,62.0,41.0,2,13,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
28,519.0,62.0,41.0,2,14,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
29,670.0,62.0,41.0,2,15,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
30,5.0,51.0,39.0,3,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
31,16.0,74.0,55.0,3,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
32,42.0,63.0,47.0,3,3,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
33,151.0,67.0,50.0,3,4,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
34,700.0,72.0,54.0,3,5,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
35,1829.0,77.0,58.0,3,6,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
36,4545.0,85.0,62.0,3,7,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
37,760.0,90.0,66.0,3,8,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
38,800.0,95.0,70.0,3,9,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
39,1858.0,217.0,135.0,3,10,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
40,1457.0,173.0,110.0,3,11,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
41,1668.0,194.0,135.0,3,12,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
42,2308.0,266.0,169.0,3,13,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
43,1461.0,173.0,122.0,3,14,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
44,1865.0,215.0,146.0,3,15,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
