,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,17.0,15.0,20.0,18.0,169.0,4.0,0.0,1.0,2.0,17.2,7.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,1
1,19.0,17.0,23.0,21.0,161.0,4.0,0.0,1.0,2.0,17.14,7.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,2
2,21.0,19.0,26.0,24.0,149.0,4.0,0.0,1.0,2.0,17.62,9.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,3
3,23.0,21.0,29.0,27.0,179.0,4.0,0.0,1.0,2.0,17.63,11.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,4
4,25.0,23.0,32.0,30.0,177.0,4.0,0.0,1.0,2.0,18.18,17.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,5
5,27.0,25.0,35.0,33.0,153.0,4.0,0.0,1.0,2.0,18.18,17.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,6
6,29.0,27.0,38.0,36.0,166.0,4.0,0.0,1.0,2.0,18.66,23.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,7
7,31.0,29.0,41.0,39.0,165.0,4.0,0.0,1.0,2.0,18.66,23.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,8
8,33.0,31.0,44.0,42.0,197.0,4.0,0.0,1.0,2.0,19.14,28.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,9
9,35.0,33.0,47.0,45.0,206.0,4.0,0.0,1.0,2.0,19.62,20.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,10
10,37.0,35.0,50.0,48.0,169.0,4.0,0.0,1.0,2.0,20.18,22.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,11
11,39.0,37.0,53.0,51.0,207.0,15.0,0.0,1.0,2.0,20.66,23.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,12
12,41.0,39.0,56.0,54.0,176.0,16.0,0.0,1.0,2.0,21.14,25.0,new,experiments/results/TA_2_2/labels_2h/95.onnx,TA,1,13
