,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,6.0,6.0,8.0,8.0,163.0,2.0,0.0,1.0,0.0,17.21,13.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,1,0
1,7.0,6.0,10.0,8.0,196.0,2.0,0.0,1.0,0.0,17.21,17.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,2,0
2,8.0,6.0,12.0,8.0,171.0,2.0,0.0,1.0,0.0,18.21,18.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,3,0
3,9.0,6.0,14.0,8.0,188.0,2.0,0.0,1.0,0.0,18.69,36.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,4,0
4,10.0,6.0,16.0,8.0,184.0,2.0,0.0,1.0,0.0,20.21,32.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,5,0
5,11.0,6.0,18.0,8.0,205.0,2.0,0.0,1.0,0.0,20.18,34.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,6,0
6,12.0,6.0,20.0,8.0,194.0,2.0,0.0,1.0,0.0,20.69,41.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,7,0
7,7.0,6.0,10.0,8.0,187.0,2.0,0.0,1.0,0.0,20.21,35.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,8,0
8,6.0,6.0,8.0,8.0,189.0,2.0,0.0,2.0,0.0,20.24,32.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,9,0
9,6.0,6.0,8.0,8.0,185.0,2.0,0.0,2.0,0.0,19.73,29.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,10,0
10,6.0,6.0,8.0,8.0,194.0,2.0,0.0,2.0,0.0,20.69,37.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,11,0
11,6.0,6.0,8.0,8.0,220.0,2.0,0.0,2.0,0.0,21.23,42.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,12,0
12,6.0,6.0,8.0,8.0,196.0,2.0,0.0,2.0,0.0,21.23,41.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,13,0
13,6.0,6.0,8.0,8.0,199.0,2.0,0.0,2.0,0.0,21.7,41.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,14,0
14,6.0,6.0,8.0,8.0,220.0,2.0,0.0,2.0,0.0,21.26,42.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,1,15,0
15,14.0,0.0,14.0,0.0,182.0,0.0,0.0,0.0,1.0,0.0,29.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,1,0
16,35.0,20.0,57.0,30.0,238.0,6.0,0.0,1.0,8.0,21.65,53.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,2,0
17,49.0,20.0,90.0,30.0,245.0,13.0,0.0,1.0,12.0,23.62,83.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,3,0
18,63.0,23.0,132.0,33.0,282.0,6.0,0.0,1.0,14.0,25.14,99.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,4,0
19,81.0,23.0,183.0,33.0,306.0,4.0,0.0,1.0,18.0,27.7,140.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,5,0
20,102.0,23.0,241.0,33.0,419.0,17.0,0.0,1.0,23.0,18.42,244.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,6,0
21,123.0,23.0,307.0,33.0,418.0,32.0,0.0,1.0,26.0,23.49,235.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,7,0
22,147.0,23.0,380.0,33.0,499.0,8.0,0.0,1.0,30.0,28.53,279.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,8,0
23,173.0,23.0,463.0,33.0,565.0,9.0,0.0,1.0,34.0,35.63,370.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,9,0
24,201.0,23.0,552.0,33.0,762.0,7.0,0.0,1.0,38.0,44.7,553.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,10,0
25,231.0,23.0,651.0,33.0,706.0,8.0,0.0,1.0,42.0,54.8,472.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,11,0
26,263.0,23.0,757.0,33.0,848.0,8.0,0.0,1.0,46.0,66.83,611.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,12,0
27,297.0,23.0,871.0,33.0,1064.0,9.0,0.0,1.0,50.0,82.93,819.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,13,0
28,333.0,23.0,993.0,33.0,1086.0,8.0,0.0,1.0,54.0,99.06,853.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,14,0
29,371.0,23.0,1123.0,33.0,1144.0,9.0,0.0,1.0,58.0,119.23,882.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,2,15,0
30,26.0,0.0,33.0,0.0,212.0,0.0,0.0,0.0,1.0,0.0,58.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,1,0
31,117.0,0.0,161.0,0.0,327.0,0.0,0.0,0.0,40.0,0.0,166.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,2,0
32,282.0,111.0,531.0,163.0,764.0,145.0,0.0,1.0,123.0,66.35,446.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,3,0
33,458.0,107.0,956.0,157.0,1005.0,115.0,0.0,1.0,216.0,101.5,696.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,4,0
34,658.0,108.0,1498.0,157.0,1420.0,58.0,0.0,1.0,306.0,147.56,997.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,5,0
35,956.0,117.0,2365.0,187.0,1768.0,38.0,0.0,1.0,454.0,95.15,1276.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,6,0
36,1248.0,130.0,3394.0,208.0,2973.0,389.0,0.0,1.0,552.0,96.28,1756.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,7,0
37,1661.0,131.0,4756.0,211.0,3988.0,363.0,0.0,1.0,725.0,112.57,2387.0,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,8,0
38,,,,,,,,,,,,new,experiments/results/AT_2_2/RR/0.onnx,AT,3,9,0
