,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,4.0,0.0,3.0,0.0,133.0,0.0,0.0,0.0,1.0,0.0,4.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,1
1,5.0,0.0,4.0,0.0,116.0,0.0,0.0,0.0,1.0,0.0,4.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,2
2,6.0,0.0,5.0,0.0,114.0,0.0,0.0,0.0,1.0,0.0,4.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,3
3,7.0,0.0,6.0,0.0,116.0,0.0,0.0,0.0,1.0,0.0,4.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,4
4,8.0,0.0,7.0,0.0,117.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,5
5,9.0,0.0,8.0,0.0,118.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,6
6,10.0,0.0,9.0,0.0,139.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,7
7,11.0,0.0,10.0,0.0,152.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,8
8,12.0,0.0,11.0,0.0,121.0,0.0,0.0,0.0,1.0,0.0,8.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,9
9,13.0,0.0,12.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,4.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,10
10,14.0,0.0,13.0,0.0,153.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,11
11,15.0,0.0,14.0,0.0,156.0,0.0,0.0,0.0,1.0,0.0,6.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,12
12,16.0,0.0,15.0,0.0,126.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,13
13,17.0,0.0,16.0,0.0,156.0,0.0,0.0,0.0,1.0,0.0,4.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,14
14,18.0,0.0,17.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,3.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,1,15
15,53.0,27.0,77.0,36.0,208.0,12.0,0.0,1.0,4.0,20.18,33.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,1
16,64.0,31.0,95.0,42.0,218.0,14.0,0.0,1.0,6.0,21.14,38.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,2
17,75.0,35.0,111.0,48.0,194.0,15.0,0.0,1.0,7.0,22.66,39.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,3
18,84.0,39.0,125.0,54.0,219.0,16.0,0.0,1.0,9.0,23.62,44.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,4
19,95.0,43.0,142.0,60.0,231.0,17.0,0.0,1.0,11.0,24.66,44.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,5
20,74.0,47.0,109.0,66.0,212.0,18.0,0.0,1.0,7.0,23.62,49.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,6
21,80.0,51.0,118.0,72.0,243.0,19.0,0.0,1.0,8.0,24.18,51.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,7
22,86.0,55.0,127.0,78.0,231.0,20.0,0.0,1.0,9.0,25.14,56.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,8
23,91.0,59.0,134.0,84.0,208.0,20.0,0.0,1.0,10.0,25.7,47.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,9
24,97.0,63.0,143.0,90.0,242.0,21.0,0.0,1.0,11.0,27.14,44.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,10
25,103.0,67.0,152.0,96.0,244.0,22.0,0.0,1.0,12.0,28.18,46.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,11
26,107.0,71.0,157.0,102.0,293.0,23.0,0.0,1.0,13.0,28.66,68.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,12
27,123.0,75.0,176.0,108.0,234.0,24.0,0.0,1.0,11.0,8.94,62.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,13
28,129.0,79.0,185.0,114.0,301.0,25.0,0.0,1.0,11.0,9.98,88.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,14
29,135.0,83.0,194.0,120.0,280.0,26.0,0.0,1.0,12.0,11.99,72.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,2,15
30,151.0,135.0,309.0,280.0,381.0,78.0,2.0,57.0,0.0,60.69,156.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,1
31,105.0,88.0,186.0,160.0,362.0,52.0,0.0,16.0,0.0,29.79,111.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,2
32,152.0,115.0,272.0,215.0,358.0,83.0,0.0,7.0,1.0,57.79,137.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,3
33,781.0,237.0,1321.0,443.0,1360.0,78.0,10.0,138.0,9.0,123.53,794.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,4
34,1207.0,465.0,2205.0,1017.0,2249.0,250.0,14.0,232.0,14.0,188.84,1549.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,5
35,2277.0,1296.0,4568.0,3035.0,6200.0,397.0,183.0,466.0,20.0,319.65,5069.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,6
36,1981.0,673.0,3457.0,1499.0,4809.0,384.0,18.0,315.0,20.0,59.01,3868.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,7
37,4966.0,1577.0,10321.0,3443.0,47435.0,65.0,15.0,1169.0,38.0,190.22,45840.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,8
38,3229.0,327.0,7089.0,633.0,12252.0,71.0,13.0,763.0,23.0,529.4,11203.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,9
39,8551.0,1396.0,15356.0,3043.0,122650.0,208.0,15.0,2064.0,27.0,702.24,119675.0,new,experiments/results/DP_2_2/5mill_L/15.onnx,DP,3,10
