,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,4.0,0.0,3.0,0.0,138.0,0.0,0.0,0.0,1.0,0.0,6.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,1
1,5.0,0.0,4.0,0.0,118.0,0.0,0.0,0.0,1.0,0.0,6.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,2
2,6.0,0.0,5.0,0.0,121.0,0.0,0.0,0.0,1.0,0.0,6.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,3
3,7.0,0.0,6.0,0.0,120.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,4
4,8.0,0.0,7.0,0.0,121.0,0.0,0.0,0.0,1.0,0.0,5.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,5
5,9.0,0.0,8.0,0.0,153.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,6
6,10.0,0.0,9.0,0.0,123.0,0.0,0.0,0.0,1.0,0.0,8.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,7
7,11.0,0.0,10.0,0.0,124.0,0.0,0.0,0.0,1.0,0.0,6.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,8
8,12.0,0.0,11.0,0.0,125.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,9
9,13.0,0.0,12.0,0.0,144.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,10
10,14.0,0.0,13.0,0.0,144.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,11
11,15.0,0.0,14.0,0.0,162.0,0.0,0.0,0.0,1.0,0.0,9.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,12
12,16.0,0.0,15.0,0.0,136.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,13
13,17.0,0.0,16.0,0.0,148.0,0.0,0.0,0.0,1.0,0.0,7.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,14
14,18.0,0.0,17.0,0.0,159.0,0.0,0.0,0.0,1.0,0.0,8.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,1,15
15,38.0,23.0,44.0,27.0,176.0,5.0,0.0,1.0,0.0,21.62,22.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,1
16,52.0,28.0,72.0,35.0,191.0,8.0,0.0,1.0,7.0,22.18,36.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,2
17,63.0,31.0,87.0,39.0,187.0,9.0,0.0,1.0,8.0,22.66,27.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,3
18,77.0,34.0,103.0,44.0,240.0,12.0,0.0,1.0,6.0,23.62,33.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,4
19,81.0,37.0,109.0,48.0,237.0,12.0,0.0,1.0,7.0,24.18,39.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,5
20,78.0,33.0,99.0,37.0,213.0,12.0,0.0,1.0,8.0,23.62,34.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,6
21,71.0,35.0,92.0,39.0,213.0,12.0,0.0,1.0,8.0,23.62,32.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,7
22,84.0,37.0,108.0,41.0,216.0,13.0,0.0,1.0,10.0,24.18,30.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,8
23,89.0,39.0,113.0,43.0,245.0,13.0,0.0,1.0,11.0,24.18,36.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,9
24,94.0,41.0,119.0,45.0,261.0,13.0,0.0,1.0,12.0,24.18,43.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,10
25,99.0,43.0,125.0,47.0,262.0,13.0,0.0,1.0,13.0,25.14,51.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,11
26,137.0,45.0,168.0,49.0,251.0,7.0,0.0,1.0,14.0,26.18,52.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,12
27,170.0,47.0,203.0,51.0,279.0,8.0,0.0,1.0,15.0,27.62,52.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,13
28,206.0,49.0,239.0,53.0,277.0,8.0,0.0,1.0,16.0,29.14,53.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,14
29,249.0,51.0,285.0,55.0,314.0,9.0,0.0,1.0,17.0,17.54,69.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,2,15
30,194.0,42.0,307.0,57.0,385.0,44.0,0.0,1.0,2.0,25.21,108.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,1
31,145.0,46.0,241.0,62.0,335.0,37.0,0.0,1.0,4.0,19.22,57.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,2
32,194.0,52.0,308.0,72.0,389.0,39.0,0.0,1.0,10.0,23.3,114.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,3
33,184.0,63.0,290.0,91.0,347.0,36.0,0.0,5.0,16.0,23.27,88.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,4
34,230.0,76.0,354.0,114.0,399.0,35.0,0.0,6.0,15.0,25.3,85.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,5
35,257.0,77.0,396.0,113.0,429.0,41.0,0.0,7.0,13.0,28.33,94.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,6
36,316.0,100.0,476.0,156.0,431.0,36.0,0.0,8.0,11.0,34.37,121.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,7
37,499.0,85.0,766.0,111.0,633.0,80.0,0.0,1.0,4.0,68.4,230.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,8
38,598.0,78.0,912.0,107.0,770.0,96.0,0.0,1.0,6.0,91.42,260.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,9
39,527.0,127.0,805.0,195.0,789.0,157.0,0.0,1.0,6.0,87.49,287.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,10
40,721.0,135.0,1120.0,207.0,1168.0,211.0,0.0,1.0,17.0,36.66,444.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,11
41,586.0,114.0,874.0,153.0,696.0,102.0,0.0,1.0,5.0,85.51,251.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,12
42,903.0,224.0,1569.0,386.0,1286.0,392.0,0.0,1.0,12.0,128.11,456.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,13
43,1007.0,253.0,1763.0,441.0,1552.0,445.0,0.0,1.0,13.0,51.53,552.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,14
44,1048.0,268.0,1809.0,468.0,1612.0,458.0,0.0,1.0,11.0,66.27,549.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,3,15
45,324.0,83.0,602.0,149.0,580.0,54.0,0.0,1.0,7.0,48.31,201.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,1
46,431.0,88.0,836.0,155.0,735.0,58.0,2.0,1.0,20.0,73.32,265.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,2
47,775.0,83.0,1554.0,129.0,1438.0,125.0,3.0,1.0,32.0,51.85,570.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,3
48,961.0,227.0,1911.0,495.0,1798.0,222.0,0.0,1.0,28.0,154.77,772.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,4
49,1093.0,363.0,2021.0,779.0,1917.0,391.0,0.0,1.0,55.0,14.7,735.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,5
50,1052.0,128.0,2028.0,207.0,1525.0,115.0,0.0,1.0,73.0,95.69,627.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,6
51,1612.0,402.0,3069.0,889.0,3245.0,866.0,0.0,1.0,25.0,21.27,1153.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,7
52,1302.0,77.0,2323.0,97.0,2135.0,290.0,0.0,1.0,35.0,130.96,906.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,8
53,1813.0,81.0,3535.0,101.0,4073.0,612.0,0.0,1.0,44.0,38.92,1363.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,9
54,4174.0,856.0,8511.0,1542.0,16320.0,1847.0,2.0,1.0,89.0,172.05,6090.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,10
55,5692.0,980.0,12078.0,1827.0,32460.0,2687.0,1.0,1.0,102.0,265.46,11479.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,11
56,6341.0,453.0,13551.0,820.0,41145.0,3243.0,0.0,1.0,111.0,278.07,14007.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,12
57,,,,,,,,,,,,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,4,13
58,16223.0,549.0,45693.0,1406.0,242475.0,371.0,709.0,1.0,13.0,146.14,191909.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,1
59,8672.0,256.0,19740.0,456.0,46451.0,1411.0,50.0,131.0,109.0,119.94,32639.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,2
60,3207.0,313.0,7367.0,795.0,14301.0,2495.0,0.0,1.0,5.0,50.27,6862.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,3
61,4192.0,968.0,9844.0,2851.0,20409.0,2294.0,0.0,1.0,2.0,191.33,10204.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,4
62,1169.0,337.0,2226.0,778.0,2433.0,604.0,1.0,1.0,0.0,116.32,1134.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,5
63,3083.0,499.0,6196.0,1068.0,9429.0,1519.0,0.0,1.0,0.0,207.0,5375.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,6
64,3478.0,951.0,6940.0,2343.0,12899.0,1461.0,1.0,1.0,0.0,252.9,7607.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,7
65,3686.0,287.0,7126.0,574.0,11336.0,986.0,1.0,1.0,0.0,178.43,7696.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,8
66,3021.0,202.0,6354.0,344.0,8231.0,905.0,0.0,1.0,0.0,197.25,5235.0,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,9
67,,,,,,,,,,,,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,5,10
68,,,,,,,,,,,,new,experiments/results/DP_2_2/5mill_SL20/35.onnx,DP,6,1
